name,name_json,source,layer,lat,lon
ADMIRALTY PRIMARY SCHOOL,"[""ADMIRALTY PRIMARY SCHOOL""]",onemap,venue,1.4426347903311,103.800040119743
ADMIRALTY SECONDARY SCHOOL,"[""ADMIRALTY SECONDARY SCHOOL""]",onemap,venue,1.44589068910993,103.802398196596
AHMAD IBRAHIM PRIMARY SCHOOL,"[""AHMAD IBRAHIM PRIMARY SCHOOL""]",onemap,venue,1.43315271543517,103.832942401086
AHMAD IBRAHIM SECONDARY SCHOOL,"[""AHMAD IBRAHIM SECONDARY SCHOOL""]",onemap,venue,1.43605975368804,103.829718690077
AI TONG SCHOOL,"[""AI TONG SCHOOL""]",onemap,venue,1.3605834338904,103.833020333986
ALEXANDRA PRIMARY SCHOOL,"[""ALEXANDRA PRIMARY SCHOOL""]",onemap,venue,1.29133439161334,103.824424680531
ANCHOR GREEN PRIMARY SCHOOL,"[""ANCHOR GREEN PRIMARY SCHOOL""]",onemap,venue,1.39036998654612,103.887165375933
ANDERSON PRIMARY SCHOOL,"[""ANDERSON PRIMARY SCHOOL""]",onemap,venue,1.38426429436736,103.841392081119
ANDERSON SECONDARY SCHOOL,"[""ANDERSON SECONDARY SCHOOL""]",onemap,venue,1.37434001701177,103.851554107068
ANDERSON SERANGOON JUNIOR COLLEGE,"[""ANDERSON SERANGOON JUNIOR COLLEGE""]",onemap,venue,1.37894408046934,103.845760935132
ANG MO KIO PRIMARY SCHOOL,"[""ANG MO KIO PRIMARY SCHOOL""]",onemap,venue,1.36932176584608,103.839630858752
ANG MO KIO SECONDARY SCHOOL,"[""ANG MO KIO SECONDARY SCHOOL""]",onemap,venue,1.36733710171069,103.842154973672
ANGLICAN HIGH SCHOOL,"[""ANGLICAN HIGH SCHOOL""]",onemap,venue,1.33118107926966,103.941853465631
ANGLO-CHINESE JUNIOR COLLEGE,"[""ANGLO-CHINESE JUNIOR COLLEGE""]",onemap,venue,1.30304255193392,103.785358436408
ANGLO-CHINESE SCHOOL (BARKER ROAD),"[""ANGLO-CHINESE SCHOOL (BARKER ROAD)""]",onemap,venue,1.31961649151328,103.835772689988
ANGLO-CHINESE SCHOOL (INDEPENDENT),"[""ANGLO-CHINESE SCHOOL (INDEPENDENT)""]",onemap,venue,1.30370409257783,103.780363417671
ANGLO-CHINESE SCHOOL (JUNIOR),"[""ANGLO-CHINESE SCHOOL (JUNIOR)""]",onemap,venue,1.30935122626928,103.84095509189
ANGLO-CHINESE SCHOOL (PRIMARY),"[""ANGLO-CHINESE SCHOOL (PRIMARY)""]",onemap,venue,1.31837054523521,103.835609732354
ANGSANA PRIMARY SCHOOL,"[""ANGSANA PRIMARY SCHOOL""]",onemap,venue,1.34855287558648,103.951808105552
ASSUMPTION ENGLISH SCHOOL,"[""ASSUMPTION ENGLISH SCHOOL""]",onemap,venue,1.36838160662857,103.766687526556
ASSUMPTION PATHWAY SCHOOL,"[""ASSUMPTION PATHWAY SCHOOL""]",onemap,venue,1.3696707043227,103.765959130581
BARTLEY SECONDARY SCHOOL,"[""BARTLEY SECONDARY SCHOOL""]",onemap,venue,1.33995415587811,103.882806211705
BEACON PRIMARY SCHOOL,"[""BEACON PRIMARY SCHOOL""]",onemap,venue,1.38394936211823,103.773632022975
BEATTY SECONDARY SCHOOL,"[""BEATTY SECONDARY SCHOOL""]",onemap,venue,1.34177065605301,103.852285636043
BEDOK GREEN PRIMARY SCHOOL,"[""BEDOK GREEN PRIMARY SCHOOL""]",onemap,venue,1.32344593287992,103.937878976352
BEDOK GREEN SECONDARY SCHOOL,"[""BEDOK GREEN SECONDARY SCHOOL""]",onemap,venue,1.33451947288431,103.935028383346
BEDOK SOUTH SECONDARY SCHOOL,"[""BEDOK SOUTH SECONDARY SCHOOL""]",onemap,venue,1.32513655159184,103.950989139261
BEDOK VIEW SECONDARY SCHOOL,"[""BEDOK VIEW SECONDARY SCHOOL""]",onemap,venue,1.32415704029686,103.943776245024
BENDEMEER PRIMARY SCHOOL,"[""BENDEMEER PRIMARY SCHOOL""]",onemap,venue,1.32181250780475,103.865404167629
BENDEMEER SECONDARY SCHOOL,"[""BENDEMEER SECONDARY SCHOOL""]",onemap,venue,1.32461111307996,103.860970284401
BLANGAH RISE PRIMARY SCHOOL,"[""BLANGAH RISE PRIMARY SCHOOL""]",onemap,venue,1.27612047924037,103.808628535239
BOON LAY GARDEN PRIMARY SCHOOL,"[""BOON LAY GARDEN PRIMARY SCHOOL""]",onemap,venue,1.34317853793318,103.713280889452
BOON LAY SECONDARY SCHOOL,"[""BOON LAY SECONDARY SCHOOL""]",onemap,venue,1.34272216334333,103.701891453912
BOWEN SECONDARY SCHOOL,"[""BOWEN SECONDARY SCHOOL""]",onemap,venue,1.37035994436209,103.877659577677
BROADRICK SECONDARY SCHOOL,"[""BROADRICK SECONDARY SCHOOL""]",onemap,venue,1.30705061123433,103.886917922608
BUKIT BATOK SECONDARY SCHOOL,"[""BUKIT BATOK SECONDARY SCHOOL""]",onemap,venue,1.34849111079052,103.74087370482
BUKIT MERAH SECONDARY SCHOOL,"[""BUKIT MERAH SECONDARY SCHOOL""]",onemap,venue,1.28569283064288,103.813438929393
BUKIT PANJANG GOVT. HIGH SCHOOL,"[""BUKIT PANJANG GOVERNMENT HIGH SCHOOL""]",onemap,venue,1.38224243360043,103.738361221869
BUKIT PANJANG PRIMARY SCHOOL,"[""BUKIT PANJANG PRIMARY SCHOOL""]",onemap,venue,1.37362179302436,103.769374904025
BUKIT TIMAH PRIMARY SCHOOL,"[""BUKIT TIMAH PRIMARY SCHOOL""]",onemap,venue,1.33751860013147,103.767243310781
BUKIT VIEW PRIMARY SCHOOL,"[""BUKIT VIEW PRIMARY SCHOOL""]",onemap,venue,1.34586054788695,103.75366641455
BUKIT VIEW SECONDARY SCHOOL,"[""BUKIT VIEW SECONDARY SCHOOL""]",onemap,venue,1.3457330554294,103.752226593984
CANBERRA PRIMARY SCHOOL,"[""CANBERRA PRIMARY SCHOOL""]",onemap,venue,1.45125024371543,103.815858858929
CANBERRA SECONDARY SCHOOL,"[""CANBERRA SECONDARY SCHOOL""]",onemap,venue,1.45319086315972,103.814203583818
CANOSSA CATHOLIC PRIMARY SCHOOL,"[""CANOSSA CATHOLIC PRIMARY SCHOOL""]",onemap,venue,1.32664424544839,103.882227964852
CANTONMENT PRIMARY SCHOOL,"[""CANTONMENT PRIMARY SCHOOL""]",onemap,venue,1.27547252623201,103.839962631748
CASUARINA PRIMARY SCHOOL,"[""CASUARINA PRIMARY SCHOOL""]",onemap,venue,1.37246063927999,103.957020286115
CATHOLIC HIGH SCHOOL,"[""CATHOLIC HIGH SCHOOL""]",onemap,venue,1.3547230747166,103.844874676599
CATHOLIC JUNIOR COLLEGE,"[""CATHOLIC JUNIOR COLLEGE""]",onemap,venue,1.32455605783219,103.835028842353
CEDAR GIRLS' SECONDARY SCHOOL,"[""CEDAR GIRLS' SECONDARY SCHOOL""]",onemap,venue,1.33375800216334,103.873933064886
CEDAR PRIMARY SCHOOL,"[""CEDAR PRIMARY SCHOOL""]",onemap,venue,1.3355885014312,103.87562104944
CHANGKAT CHANGI SECONDARY SCHOOL,"[""CHANGKAT CHANGI SECONDARY SCHOOL""]",onemap,venue,1.33950630072876,103.953245525564
CHANGKAT PRIMARY SCHOOL,"[""CHANGKAT PRIMARY SCHOOL""]",onemap,venue,1.34023163951633,103.952080114035
CHIJ (KATONG) PRIMARY,"[""CHIJ (KATONG) PRIMARY""]",onemap,venue,1.30648535277087,103.911105620496
CHIJ (KELLOCK),"[""CHIJ (KELLOCK)""]",onemap,venue,1.275022722964,103.828157564896
CHIJ KATONG CONVENT,"[""CHIJ KATONG CONVENT""]",onemap,venue,1.30644268034894,103.917144350028
CHIJ OUR LADY OF GOOD COUNSEL,"[""CHIJ OUR LADY OF GOOD COUNSEL""]",onemap,venue,1.35742952269615,103.864009397373
CHIJ OUR LADY OF THE NATIVITY,"[""CHIJ OUR LADY OF THE NATIVITY""]",onemap,venue,1.37330297140128,103.897575728303
CHIJ OUR LADY QUEEN OF PEACE,"[""CHIJ OUR LADY QUEEN OF PEACE""]",onemap,venue,1.366603668561,103.767412204602
CHIJ PRIMARY (TOA PAYOH),"[""CHIJ PRIMARY (TOA PAYOH)""]",onemap,venue,1.33275264711587,103.841847263786
CHIJ SECONDARY (TOA PAYOH),"[""CHIJ SECONDARY (TOA PAYOH)""]",onemap,venue,1.33246079948303,103.843271625083
CHIJ ST. JOSEPH'S CONVENT,"[""CHIJ SAINT JOSEPH'S CONVENT""]",onemap,venue,1.39175222260369,103.902464991543
CHIJ ST. NICHOLAS GIRLS' SCHOOL,"[""CHIJ SAINT NICHOLAS GIRLS' SCHOOL""]",onemap,venue,1.37347687878916,103.834253269436
CHIJ ST. THERESA'S CONVENT,"[""CHIJ SAINT THERESA'S CONVENT""]",onemap,venue,1.27535177510054,103.822440701642
CHONGFU SCHOOL,"[""CHONGFU SCHOOL""]",onemap,venue,1.43839562897006,103.839309173817
CHONGZHENG PRIMARY SCHOOL,"[""CHONGZHENG PRIMARY SCHOOL""]",onemap,venue,1.35070739237744,103.951399541868
CHRIST CHURCH SECONDARY SCHOOL,"[""CHRIST CHURCH SECONDARY SCHOOL""]",onemap,venue,1.42656780901455,103.793451105242
CHUA CHU KANG PRIMARY SCHOOL,"[""CHUA CHU KANG PRIMARY SCHOOL""]",onemap,venue,1.37775890093367,103.741832917421
CHUA CHU KANG SECONDARY SCHOOL,"[""CHUA CHU KANG SECONDARY SCHOOL""]",onemap,venue,1.38319029263484,103.751878290333
CHUNG CHENG HIGH SCHOOL (MAIN),"[""CHUNG CHENG HIGH SCHOOL (MAIN)""]",onemap,venue,1.30509154753048,103.891653229373
CHUNG CHENG HIGH SCHOOL (YISHUN),"[""CHUNG CHENG HIGH SCHOOL (YISHUN)""]",onemap,venue,1.41922603586175,103.837390782849
CLEMENTI PRIMARY SCHOOL,"[""CLEMENTI PRIMARY SCHOOL""]",onemap,venue,1.31506321827875,103.763144493687
CLEMENTI TOWN SECONDARY SCHOOL,"[""CLEMENTI TOWN SECONDARY SCHOOL""]",onemap,venue,1.31553912945073,103.762020598524
COMMONWEALTH SECONDARY SCHOOL,"[""COMMONWEALTH SECONDARY SCHOOL""]",onemap,venue,1.31920395934801,103.745637393049
COMPASSVALE PRIMARY SCHOOL,"[""COMPASSVALE PRIMARY SCHOOL""]",onemap,venue,1.39444529636566,103.897812229905
COMPASSVALE SECONDARY SCHOOL,"[""COMPASSVALE SECONDARY SCHOOL""]",onemap,venue,1.39614083952009,103.899847164494
CONCORD PRIMARY SCHOOL,"[""CONCORD PRIMARY SCHOOL""]",onemap,venue,1.38000806197242,103.736225440727
CORPORATION PRIMARY SCHOOL,"[""CORPORATION PRIMARY SCHOOL""]",onemap,venue,1.35099779872539,103.707593724342
CRESCENT GIRLS' SCHOOL,"[""CRESCENT GIRLS' SCHOOL""]",onemap,venue,1.29331947049729,103.817544461483
CREST SECONDARY SCHOOL,"[""CREST SECONDARY SCHOOL""]",onemap,venue,1.3431198045076,103.742628105304
DAMAI PRIMARY SCHOOL,"[""DAMAI PRIMARY SCHOOL""]",onemap,venue,1.33546106800406,103.921270169613
DAMAI SECONDARY SCHOOL,"[""DAMAI SECONDARY SCHOOL""]",onemap,venue,1.33692798510393,103.927091653438
DAZHONG PRIMARY SCHOOL,"[""DAZHONG PRIMARY SCHOOL""]",onemap,venue,1.3591797447277,103.74847210784
DE LA SALLE SCHOOL,"[""DE LA SALLE SCHOOL""]",onemap,venue,1.3947078296399,103.743201812831
DEYI SECONDARY SCHOOL,"[""DEYI SECONDARY SCHOOL""]",onemap,venue,1.36599702567717,103.852545772422
DUNEARN SECONDARY SCHOOL,"[""DUNEARN SECONDARY SCHOOL""]",onemap,venue,1.36357900792871,103.74472109107
DUNMAN HIGH SCHOOL,"[""DUNMAN HIGH SCHOOL""]",onemap,venue,1.29996216014962,103.88294155989
DUNMAN SECONDARY SCHOOL,"[""DUNMAN SECONDARY SCHOOL""]",onemap,venue,1.36065258337022,103.956213906966
EAST SPRING PRIMARY SCHOOL,"[""EAST SPRING PRIMARY SCHOOL""]",onemap,venue,1.35268400746357,103.961676849165
EAST SPRING SECONDARY SCHOOL,"[""EAST SPRING SECONDARY SCHOOL""]",onemap,venue,1.35622508992581,103.960640700298
EDGEFIELD PRIMARY SCHOOL,"[""EDGEFIELD PRIMARY SCHOOL""]",onemap,venue,1.40009139510996,103.907847599114
EDGEFIELD SECONDARY SCHOOL,"[""EDGEFIELD SECONDARY SCHOOL""]",onemap,venue,1.40059309981824,103.902687385465
ELIAS PARK PRIMARY SCHOOL,"[""ELIAS PARK PRIMARY SCHOOL""]",onemap,venue,1.37451269377776,103.945128117139
ENDEAVOUR PRIMARY SCHOOL,"[""ENDEAVOUR PRIMARY SCHOOL""]",onemap,venue,1.45403837499301,103.817436231731
EUNOIA JUNIOR COLLEGE,"[""EUNOIA JUNIOR COLLEGE""]",onemap,venue,1.36213757183547,103.841286169122
EUNOS PRIMARY SCHOOL,"[""EUNOS PRIMARY SCHOOL""]",onemap,venue,1.32447629876368,103.904541254016
EVERGREEN PRIMARY SCHOOL,"[""EVERGREEN PRIMARY SCHOOL""]",onemap,venue,1.44415332824735,103.794577787757
EVERGREEN SECONDARY SCHOOL,"[""EVERGREEN SECONDARY SCHOOL""]",onemap,venue,1.44149131273737,103.794137756171
FAIRFIELD METHODIST SCHOOL (PRIMARY),"[""FAIRFIELD METHODIST SCHOOL (PRIMARY)""]",onemap,venue,1.30054082453424,103.785438270044
FAIRFIELD METHODIST SCHOOL (SECONDARY),"[""FAIRFIELD METHODIST SCHOOL (SECONDARY)""]",onemap,venue,1.30163374395823,103.784099647149
FAJAR SECONDARY SCHOOL,"[""FAJAR SECONDARY SCHOOL""]",onemap,venue,1.375600053443,103.763998914082
FARRER PARK PRIMARY SCHOOL,"[""FARRER PARK PRIMARY SCHOOL""]",onemap,venue,1.31236867681371,103.850766402965
FENGSHAN PRIMARY SCHOOL,"[""FENGSHAN PRIMARY SCHOOL""]",onemap,venue,1.32980598760785,103.931710293058
FERN GREEN PRIMARY SCHOOL,"[""FERN GREEN PRIMARY SCHOOL""]",onemap,venue,1.39726966050479,103.880330305684
FERNVALE PRIMARY SCHOOL,"[""FERNVALE PRIMARY SCHOOL""]",onemap,venue,1.39030227963797,103.874445458032
FIRST TOA PAYOH PRIMARY SCHOOL,"[""FIRST TOA PAYOH PRIMARY SCHOOL""]",onemap,venue,1.34032299499938,103.855529906182
FRONTIER PRIMARY SCHOOL,"[""FRONTIER PRIMARY SCHOOL""]",onemap,venue,1.33641298743234,103.69970173931
FUCHUN PRIMARY SCHOOL,"[""FUCHUN PRIMARY SCHOOL""]",onemap,venue,1.43047990810126,103.778192944298
FUCHUN SECONDARY SCHOOL,"[""FUCHUN SECONDARY SCHOOL""]",onemap,venue,1.43070452883799,103.777625748539
FUHUA PRIMARY SCHOOL,"[""FUHUA PRIMARY SCHOOL""]",onemap,venue,1.33650394789627,103.736103745748
FUHUA SECONDARY SCHOOL,"[""FUHUA SECONDARY SCHOOL""]",onemap,venue,1.34701408913756,103.72652089832
GAN ENG SENG PRIMARY SCHOOL,"[""GAN ENG SENG PRIMARY SCHOOL""]",onemap,venue,1.28559516494962,103.815547410064
GAN ENG SENG SCHOOL,"[""GAN ENG SENG SCHOOL""]",onemap,venue,1.28907114458398,103.823733672546
GEYLANG METHODIST SCHOOL (PRIMARY),"[""GEYLANG METHODIST SCHOOL (PRIMARY)""]",onemap,venue,1.31759126757284,103.883845744916
GEYLANG METHODIST SCHOOL (SECONDARY),"[""GEYLANG METHODIST SCHOOL (SECONDARY)""]",onemap,venue,1.31764900474601,103.882661129303
GONGSHANG PRIMARY SCHOOL,"[""GONGSHANG PRIMARY SCHOOL""]",onemap,venue,1.35723721393297,103.949115320172
GREENDALE PRIMARY SCHOOL,"[""GREENDALE PRIMARY SCHOOL""]",onemap,venue,1.39648195114256,103.91233462071
GREENDALE SECONDARY SCHOOL,"[""GREENDALE SECONDARY SCHOOL""]",onemap,venue,1.39696019936894,103.91170014084
GREENRIDGE PRIMARY SCHOOL,"[""GREENRIDGE PRIMARY SCHOOL""]",onemap,venue,1.3858892193692,103.767794469258
GREENRIDGE SECONDARY SCHOOL,"[""GREENRIDGE SECONDARY SCHOOL""]",onemap,venue,1.38186433722811,103.773828466913
GREENWOOD PRIMARY SCHOOL,"[""GREENWOOD PRIMARY SCHOOL""]",onemap,venue,1.43989958331782,103.804725587384
GUANGYANG PRIMARY SCHOOL,"[""GUANGYANG PRIMARY SCHOOL""]",onemap,venue,1.34569011530238,103.849453239895
GUANGYANG SECONDARY SCHOOL,"[""GUANGYANG SECONDARY SCHOOL""]",onemap,venue,1.34440856042912,103.850208933626
HAI SING CATHOLIC SCHOOL,"[""HAI SING CATHOLIC SCHOOL""]",onemap,venue,1.37434641160381,103.954957944437
HAIG GIRLS' SCHOOL,"[""HAIG GIRLS' SCHOOL""]",onemap,venue,1.31194344271383,103.902902557195
HENRY PARK PRIMARY SCHOOL,"[""HENRY PARK PRIMARY SCHOOL""]",onemap,venue,1.31667646178347,103.784296227747
HILLGROVE SECONDARY SCHOOL,"[""HILLGROVE SECONDARY SCHOOL""]",onemap,venue,1.35273576615912,103.752986488399
HOLY INNOCENTS' HIGH SCHOOL,"[""HOLY INNOCENTS' HIGH SCHOOL""]",onemap,venue,1.37154508822261,103.896398814264
HOLY INNOCENTS' PRIMARY SCHOOL,"[""HOLY INNOCENTS' PRIMARY SCHOOL""]",onemap,venue,1.36693830877349,103.894114899795
HONG WEN SCHOOL,"[""HONG WEN SCHOOL""]",onemap,venue,1.32175999964553,103.857628468881
HORIZON PRIMARY SCHOOL,"[""HORIZON PRIMARY SCHOOL""]",onemap,venue,1.399550034492,103.913404855665
HOUGANG PRIMARY SCHOOL,"[""HOUGANG PRIMARY SCHOOL""]",onemap,venue,1.37738245231461,103.880805274557
HOUGANG SECONDARY SCHOOL,"[""HOUGANG SECONDARY SCHOOL""]",onemap,venue,1.37764019332164,103.882533963338
HUA YI SECONDARY SCHOOL,"[""HUA YI SECONDARY SCHOOL""]",onemap,venue,1.35234365488339,103.721832320169
HUAMIN PRIMARY SCHOOL,"[""HUAMIN PRIMARY SCHOOL""]",onemap,venue,1.42697284512936,103.844240226564
HWA CHONG INSTITUTION,"[""HWA CHONG INSTITUTION""]",onemap,venue,1.32588867455552,103.800747204253
INNOVA PRIMARY SCHOOL,"[""INNOVA PRIMARY SCHOOL""]",onemap,venue,1.42896700684852,103.790607539185
JIEMIN PRIMARY SCHOOL,"[""JIEMIN PRIMARY SCHOOL""]",onemap,venue,1.42768847665227,103.830425490093
JING SHAN PRIMARY SCHOOL,"[""JING SHAN PRIMARY SCHOOL""]",onemap,venue,1.37223290983498,103.852132214306
JUNYUAN PRIMARY SCHOOL,"[""JUNYUAN PRIMARY SCHOOL""]",onemap,venue,1.34787054460119,103.939220722335
JUNYUAN SECONDARY SCHOOL,"[""JUNYUAN SECONDARY SCHOOL""]",onemap,venue,1.35361315263537,103.933886165824
JURONG PIONEER JUNIOR COLLEGE,"[""JURONG PIONEER JUNIOR COLLEGE""]",onemap,venue,1.38437406410733,103.75437461519
JURONG PRIMARY SCHOOL,"[""JURONG PRIMARY SCHOOL""]",onemap,venue,1.34860020316068,103.733156560251
JURONG SECONDARY SCHOOL,"[""JURONG SECONDARY SCHOOL""]",onemap,venue,1.33002032220942,103.723952961648
JURONG WEST PRIMARY SCHOOL,"[""JURONG WEST PRIMARY SCHOOL""]",onemap,venue,1.33917519796104,103.698803732244
JURONG WEST SECONDARY SCHOOL,"[""JURONG WEST SECONDARY SCHOOL""]",onemap,venue,1.33525634688323,103.702098904443
JURONGVILLE SECONDARY SCHOOL,"[""JURONGVILLE SECONDARY SCHOOL""]",onemap,venue,1.35128862770284,103.728907710089
JUYING PRIMARY SCHOOL,"[""JUYING PRIMARY SCHOOL""]",onemap,venue,1.33902264667589,103.687769623983
JUYING SECONDARY SCHOOL,"[""JUYING SECONDARY SCHOOL""]",onemap,venue,1.3387227734133,103.687310264575
KEMING PRIMARY SCHOOL,"[""KEMING PRIMARY SCHOOL""]",onemap,venue,1.34552849960874,103.756449399351
KENT RIDGE SECONDARY SCHOOL,"[""KENT RIDGE SECONDARY SCHOOL""]",onemap,venue,1.30122773426098,103.764889617566
KHENG CHENG SCHOOL,"[""KHENG CHENG SCHOOL""]",onemap,venue,1.3373381935639,103.847148501824
KONG HWA SCHOOL,"[""KONG HWA SCHOOL""]",onemap,venue,1.31099674009193,103.888352029067
KRANJI PRIMARY SCHOOL,"[""KRANJI PRIMARY SCHOOL""]",onemap,venue,1.39356050497104,103.747362720939
KRANJI SECONDARY SCHOOL,"[""KRANJI SECONDARY SCHOOL""]",onemap,venue,1.39005109871311,103.741190664845
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,"[""KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL""]",onemap,venue,1.34939813669536,103.855018233311
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,"[""KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL""]",onemap,venue,1.3500756234832,103.855365171957
LAKESIDE PRIMARY SCHOOL,"[""LAKESIDE PRIMARY SCHOOL""]",onemap,venue,1.33820397704287,103.718089546664
LIANHUA PRIMARY SCHOOL,"[""LIANHUA PRIMARY SCHOOL""]",onemap,venue,1.35424191127295,103.754165828711
LOYANG VIEW SECONDARY SCHOOL,"[""LOYANG VIEW SECONDARY SCHOOL""]",onemap,venue,1.36658417167238,103.956944585725
MAHA BODHI SCHOOL,"[""MAHA BODHI SCHOOL""]",onemap,venue,1.32847086658384,103.901298737314
MANJUSRI SECONDARY SCHOOL,"[""MANJUSRI SECONDARY SCHOOL""]",onemap,venue,1.32747123084846,103.901719963831
MARIS STELLA HIGH SCHOOL,"[""MARIS STELLA HIGH SCHOOL""]",onemap,venue,1.34139473351039,103.877852484979
MARSILING PRIMARY SCHOOL,"[""MARSILING PRIMARY SCHOOL""]",onemap,venue,1.43383904037059,103.773643013846
MARSILING SECONDARY SCHOOL,"[""MARSILING SECONDARY SCHOOL""]",onemap,venue,1.43664424769955,103.776008090454
MARYMOUNT CONVENT SCHOOL,"[""MARYMOUNT CONVENT SCHOOL""]",onemap,venue,1.34036676987375,103.840021064426
MAYFLOWER PRIMARY SCHOOL,"[""MAYFLOWER PRIMARY SCHOOL (JAN 2019 - DEC 2021)""]",onemap,venue,1.37614621670476,103.835805246743
MAYFLOWER SECONDARY SCHOOL,"[""MAYFLOWER SECONDARY SCHOOL""]",onemap,venue,1.36827266209722,103.835360726863
MEE TOH SCHOOL,"[""MEE TOH SCHOOL""]",onemap,venue,1.3946184538592,103.908589494228
MERIDIAN PRIMARY SCHOOL,"[""MERIDIAN PRIMARY SCHOOL""]",onemap,venue,1.37552831658484,103.934889078518
MERIDIAN SECONDARY SCHOOL,"[""MERIDIAN SECONDARY SCHOOL""]",onemap,venue,1.3672468492013,103.948972483629
METHODIST GIRLS' SCHOOL (PRIMARY),"[""PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)""]",onemap,venue,1.34947276268396,103.884971343143
METHODIST GIRLS' SCHOOL (SECONDARY),"[""PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)""]",onemap,venue,1.35096755912522,103.885120050588
